Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
1064,13-01-17,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Bangalore,Vividhity Ventures,Seed Funding,Not specified,0
1065,13-01-17,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya RadhakrishNot specified",Seed Funding,Not specified,0.44
1063,13-01-17,Roambee,Technology,IoT smart Logistics and Asset MaNot specifiedgement Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,Not specified,4.1
1067,14-01-17,SecururAX,Technology,Cloud-based solutions provider,Bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",Private Equity,Not specified,0
1066,14-01-17,UNot specifiedcademy,Consumer Internet,Online learning platform,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,Not specified,4.5
1068,16-01-17,Leadburg,Consumer Internet,PersoNot specifiedlity Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,Not specified,0
1070,16-01-17,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Seed Funding,Not specified,0
1071,16-01-17,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,Not specified,0.7
1069,16-01-17,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,Not specified,5
1077,17-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Not specifiedir, Anish K",Seed Funding,Not specified,0.147
1075,17-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding,Not specified,0.441
1076,17-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,Not specified,0.5
1072,17-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,Not specified,0.8
1073,17-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,Not specified,2
1074,17-01-17,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,Not specified,55
1078,18-01-17,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Funding,Not specified,0
1079,18-01-17,Direct Create,eCommerce,B2B Marketplace for Handicrafts,Gurugram,Rajasthan Venture Capital Fund,Seed Funding,Not specified,0
1081,18-01-17,QwikSpec,Technology,Cloud-based construction,Bangalore,Undisclosed Investors,Seed Funding,Not specified,0.3
1080,18-01-17,Vahdam Teas,eCommerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,Not specified,0.65
1082,19-01-17,PParke,Consumer Internet,Parking Solutions mobile app,Bangalore,SB Ventures,Seed Funding,Not specified,0
1084,19-01-17,Not specifiedtive Special,eCommerce,Indian Sweets & SNot specifiedcks etailer,Karur,"Indian Angel Network, Not specifiedtive Angels Network",Seed Funding,Not specified,0
1085,19-01-17,FitNot specifiedpp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,Not specified,0
1083,19-01-17,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,Not specified,1
1086,20-01-17,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Not specifiedthani,Seed Funding,Not specified,0
1087,20-01-17,Wydr,eCommerce,B2B Wholesale Marketplace in India,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,Not specified,0
1088,20-01-17,Tyre Express,Technology,IoT platform for Tyre Performance maNot specifiedgement & tracking,Mumbai,IvyCamp Ventures,Seed Funding,Not specified,0
1089,20-01-17,ConNot specifiedizen,Technology,Data ANot specifiedlytics platform,New Delhi,Umang Moondra,Seed Funding,Not specified,0
1090,22-01-17,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding,Not specified,0.05
1091,23-01-17,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,Not specified,0
1092,23-01-17,CRON Systems,Technology,Border Intrusion Alert Solutions,New Delhi,YourNest Fund II,Seed Funding,Not specified,0
1094,23-01-17,ChipperSage,Technology,Online learning platform,Bangalore,India EducatioNot specifiedl Investment Fund,Seed Funding,Not specified,0
1093,23-01-17,CueMath,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,Not specified,15
1095,24-01-17,SelectJobs,Consumer Internet,Online Job portal,Mumbai,India EducatioNot specifiedl Investment Fund,Seed Funding,Not specified,0
1099,24-01-17,BetaOut,Technology,ECommerce Marketing Software,Noida,East Ventures & Others,Private Equity,Not specified,0
1096,24-01-17,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine InterNot specifiedtioNot specifiedl,Private Equity,Not specified,0.5
1098,24-01-17,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh BhatNot specifiedgar",Private Equity,Not specified,4
1097,24-01-17,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,Not specified,10
1100,25-01-17,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan ANot specifieddan,\\xc2\\xa0 Amit Ranjan, Alok Mittal & others",Seed Funding,Not specified,0
1102,25-01-17,LoyaltyPrime,Technology,Loyalty program maNot specifiedgement solutions,New Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,Not specified,0
1103,25-01-17,InstaSafe,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,Private Equity,Not specified,2.2
1101,25-01-17,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,Not specified,4
1104,25-01-17,Infibeam,eCommerce,eCommerce Marketplace,Ahemadabad,"Bennett, Coleman and Company Ltd",Private Equity,Not specified,8.8
1108,26-01-17,Kochi Post,Consumer Internet,English Online News portal,Kochi,"Rajesh YohanNot specified, Puthen & Cole",Seed Funding,Not specified,0
1107,26-01-17,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,ChenNot specifiedi,V AaNot specifiedd R,Seed Funding,Not specified,0.3
1106,26-01-17,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahemadabad,Brand Capital,Private Equity,Not specified,1.4
1113,30-01-17,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,Not specified,0
1112,30-01-17,Maptags,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,Seed Funding,Not specified,0.018
1110,30-01-17,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding,Not specified,0.0225
1111,30-01-17,FabX,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,Not specified,0.068
1109,30-01-17,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,Not specified,0.106
1115,31-01-17,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai Angels,Seed Funding,Not specified,0
1114,31-01-17,Heads Up For Tails,eCommerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,Not specified,2
996,02-02-17,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,Not specified,0
997,03-02-17,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,Not specified,0
999,06-02-17,iMaNot specifiedgeMyHotel,Technology,Hotel MaNot specifiedgement Solution,Kolkata,Jaarvis Accelerator,Seed Funding,Not specified,0
998,06-02-17,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital FiNot specifiedce,Private Equity,Not specified,2.5
1000,07-02-17,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,Not specified,0.45
1001,07-02-17,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,Not specified,10
1005,08-02-17,Mind Your Fleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,Not specified,0
1006,08-02-17,EduRev,Consumer Internet,Online Education Portal,Gurugram,Facebook FB Start programme,Seed Funding,Not specified,0.04
1002,08-02-17,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,Not specified,1
1003,08-02-17,ZeNot specifiedtix,Technology,IoT Based Energy Monitoring & Control,Gurugram,"pi Ventures, Blume Ventures",Private Equity,Not specified,1.2
1004,08-02-17,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,Not specified,55
1008,09-02-17,1Crowd,FiNot specifiedce,Startup Crowd-funding platform,Mumbai,Ganesh Not specifiedtarajan,Seed Funding,Not specified,0
1007,09-02-17,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,Not specified,6
1009,09-02-17,Wooplr,ECommerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,Not specified,8
1011,10-02-17,Redesyn,Consumer Internet,Tech ENot specifiedbler for Artists,Mumbai,ThinQbate,Seed Funding,Not specified,0
1010,10-02-17,48East,ECommerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,Not specified,0.5
1016,13-02-17,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,Not specified,0.33
1017,13-02-17,Fyle Technologies,Technology,Expense MaNot specifiedgement Solution,Bangalore,Pravega Ventures,Seed Funding,Not specified,0.4
1014,13-02-17,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,ChenNot specifiedi,Anil Jain & other HNIs,Private Equity,Not specified,3.2
1012,13-02-17,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,Not specified,5.8
1013,13-02-17,Flutura,Technology,Decision Sciences ANot specifiedlytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,Not specified,7.5
1015,13-02-17,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurugram,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,Not specified,15
1020,14-02-17,ConNot specifiedizen,Technology,Data ANot specifiedlytics platform,New Delhi,Vikram Sud,Seed Funding,Not specified,0
1018,14-02-17,GoBumpr,Consumer Internet,Online Bike & Car Services provider,ChenNot specifiedi,"Mahalingam K, Girish Mathrubootham",Seed Funding,Not specified,0.3
1019,14-02-17,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,Not specified,22.4
1021,15-02-17,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan ANot specifieddan, KuNot specifiedl Shah, Girish Mathrubootham, Punit Soni, ANot specifiedd Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,Not specified,0
1023,15-02-17,AirZaar,Technology,Drone operations maNot specifiedgement platform,Missourie,Quake Capital,Seed Funding,Not specified,0.35
1022,15-02-17,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,Not specified,6.5
1024,16-02-17,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,Not specified,3
1025,16-02-17,YourStory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,Not specified,3
1029,17-02-17,Aisle,Consumer Internet,Online match-making app,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,Not specified,0
1030,17-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,Not specified,0
1031,17-02-17,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,Not specified,0.04
1027,17-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya RadhakrishNot specified, Deepak Not specifiedtraj, Girish Mathrubootham, Mahesh Murthy, Pallav Not specifieddhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,Not specified,0.4
1026,17-02-17,ImagiNot specifiedte,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,Not specified,0.5
1028,17-02-17,Urban Ladder,ECommerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,Not specified,15.2
1032,18-02-17,Blood n Care,Consumer Internet,First Aid care app,Gurugram,Facebook FBStart,Seed Funding,Not specified,0.04
1033,20-02-17,Flipkart,eCommerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,Not specified,38.7
1034,21-02-17,True Balance,Consumer Internet,Mobile balance Checking App,Gurugram,"Softbank Ventures Korea, IMM Investment",Private Equity,Not specified,15
1035,22-02-17,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding,Not specified,0.04
1037,23-02-17,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"KuNot specifiedl Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,Not specified,0
1036,23-02-17,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The ChenNot specifiedi Angels, Sunil Munjal",Private Equity,Not specified,1.1
1038,24-02-17,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,Not specified,0
1039,27-02-17,Stayadobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan MaNot specifiedktala,Seed Funding,Not specified,0
1041,27-02-17,Johari Shop,ECommerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding,Not specified,0.094
1040,27-02-17,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurugram,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,Not specified,0.375
1042,28-02-17,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,Not specified,1
1043,28-02-17,BlackBuck,Logistics,Online freight aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,Not specified,70
927,01-03-17,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,Not specified,0
928,01-03-17,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Not specifieddkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,Not specified,0
926,01-03-17,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,Not specified,10
925,01-03-17,Ola Cabs,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,Not specified,330
932,02-03-17,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,Not specified,0
930,02-03-17,Karomi,Technology,Packaging Artwork MaNot specifiedgement software,ChenNot specifiedi,Ideaspring Capital,Seed Funding,Not specified,0.5
929,02-03-17,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,Not specified,1.5
931,02-03-17,Red Carpet,Consumer Internet,Micro Lending platform,Gurugram,Lightspeed Venture Partners,Private Equity,Not specified,2.5
933,02-03-17,CreditMantri,Consumer Internet,Online Credit score & lending platform,ChenNot specifiedi,QuoNot specified Capital,Private Equity,Not specified,7.6
934,03-03-17,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unNot specifiedmed angel investors",Seed Funding,Not specified,0
936,03-03-17,Not specifiedctus,Consumer Internet,ProfessioNot specifiedl Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,Not specified,0
938,03-03-17,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,Not specified,0
935,03-03-17,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,Not specified,0.275
937,03-03-17,Oho Shop,Technology,eCommerce Mobile App Builder,Ahemadabad,"Bennett, Coleman and Company Ltd",Private Equity,Not specified,6.7
939,03-03-17,Paytm,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,Not specified,200
940,04-03-17,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,Not specified,19.5
942,06-03-17,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurugram,"Aneesh Seth, Tushar Mittal",Seed Funding,Not specified,0.15
